orignal code,DSP,LUT,CP,FF,SLICE
cdfg_3/cdfg_85,16,5.403,9.235,7.948,9.495
cdfg_3/cdfg_86,31,12.814,9.102,18.39,22.575
cdfg_3/cdfg_87,2,0.13,6.759,0.449,0.645
cdfg_3/cdfg_88,27,2.983,9.737,3.31,5.78
cdfg_3/cdfg_89,30,5.846,9.446,8.888,10.985
cdfg_3/cdfg_91,2,1.258,8.312,1.301,2.18
cdfg_3/cdfg_92,23,4.168,9.422,5.337,8.215
cdfg_3/cdfg_93,5,2.501,8.228,3.921,5.71
cdfg_3/cdfg_94,14,0.602,6.88,0.66,1.185
cdfg_3/cdfg_95,0,0.002,1.633,0.002,0.005
cdfg_3/cdfg_96,0,0.532,6.911,0.803,1.155
cdfg_3/cdfg_97,0,0.002,1.633,0.002,0.005
cdfg_3/cdfg_98,6,1.216,8.507,1.673,2.825
cdfg_3/cdfg_99,8,3.025,9.404,2.692,5.135
cdfg_3/cdfg_100,3,0.933,8.833,0.863,1.76
cdfg_3/cdfg_101,5,0.799,8.413,0.885,1.53
cdfg_3/cdfg_102,38,6.311,9.085,6.824,11.76
cdfg_3/cdfg_103,9,2.391,9.145,2.077,4.275
cdfg_3/cdfg_104,12,1.72,7.959,2.243,3.58
cdfg_3/cdfg_105,17,2.894,8.501,3.25,5.29
cdfg_3/cdfg_106,8,0.991,8.113,1.241,2.13
cdfg_3/cdfg_107,8,2.994,8.665,2.898,4.945
cdfg_3/cdfg_108,17,2.651,8.764,3.709,5.385
cdfg_3/cdfg_109,10,1.993,9.443,2.843,4.48
cdfg_3/cdfg_110,2,0.17,4.914,0.313,0.48
cdfg_3/cdfg_111,16,7.34,8.421,8.498,13.645
cdfg_3/cdfg_112,2,0.267,9.144,0.236,0.5
cdfg_3/cdfg_113,6,11.595,8.55,14.918,18.755
cdfg_3/cdfg_114,21,20.403,9.097,28.788,33.44
cdfg_3/cdfg_115,21,5.635,9.077,8.427,9.975
cdfg_3/cdfg_117,20,9.253,8.383,11.761,16.92
cdfg_3/cdfg_118,34,5.924,8.544,8.585,10.23
cdfg_3/cdfg_120,27,7.385,9.305,11.888,14.72
cdfg_3/cdfg_121,0,0.002,1.633,0.002,0.005
cdfg_3/cdfg_122,27,6.281,8.704,7.942,11.43
cdfg_3/cdfg_123,0,0.658,6.359,1.331,1.82
cdfg_3/cdfg_128,37,3.41,8.574,3.932,6.455
cdfg_3/cdfg_129,0,0.142,4.823,0.29,0.385
cdfg_3/cdfg_130,11,0.461,7.943,1.158,1.465
cdfg_3/cdfg_131,9,0.774,8.774,0.907,1.695
cdfg_3/cdfg_132,28,2.272,8.444,2.923,5.025
cdfg_3/cdfg_133,13,7.842,9.06,11.083,14.625
cdfg_3/cdfg_134,8,0.871,8.18,1.186,1.78
cdfg_3/cdfg_135,17,6.265,8.762,9.046,10.81
cdfg_3/cdfg_136,4,1.237,7.836,1.041,2.16
cdfg_3/cdfg_137,0,0.136,1.705,0.004,0.2
cdfg_3/cdfg_138,8,2.287,8.705,3.265,5.02
cdfg_3/cdfg_139,12,1.717,8.533,2.368,3.855
cdfg_3/cdfg_140,17,7.644,8.565,9.777,13.43
cdfg_3/cdfg_142,13,0.934,7.64,1.569,2.27
cdfg_3/cdfg_143,1,0.264,6.305,0.648,0.9
cdfg_3/cdfg_144,0,0.009,0.0,0.0,0.015
cdfg_3/cdfg_145,19,2.302,9.696,2.006,4.075
cdfg_3/cdfg_146,26,6.925,10.352,7.935,11.675
cdfg_3/cdfg_148,14,2.179,8.571,2.747,4.58
cdfg_3/cdfg_149,0,0.002,1.633,0.002,0.005
cdfg_3/cdfg_150,17,29.8,9.615,34.257,46.595
cdfg_3/cdfg_151,57,7.811,9.654,11.565,15.06
cdfg_3/cdfg_152,6,2.536,8.56,2.424,4.375
cdfg_3/cdfg_153,2,0.955,5.603,1.331,2.0
cdfg_3/cdfg_154,6,2.893,9.047,3.629,5.655
cdfg_3/cdfg_155,8,0.957,8.335,1.19,1.825
cdfg_3/cdfg_156,21,5.858,8.636,10.163,11.615
cdfg_3/cdfg_157,11,6.04,8.995,9.622,11.37
cdfg_3/cdfg_158,41,6.612,8.404,10.568,13.235
cdfg_3/cdfg_159,19,1.036,8.655,1.336,2.25
cdfg_3/cdfg_160,19,5.61,8.799,9.06,10.95
cdfg_3/cdfg_161,5,5.792,8.098,10.027,11.66
cdfg_3/cdfg_162,11,1.732,10.204,1.882,3.265
cdfg_3/cdfg_163,21,5.685,8.786,8.589,9.725
cdfg_3/cdfg_164,26,4.316,8.954,5.418,8.9
cdfg_3/cdfg_165,3,2.266,8.963,2.742,4.16
cdfg_3/cdfg_166,8,3.589,7.322,4.116,5.365
cdfg_3/cdfg_167,4,1.226,8.258,1.747,2.53
cdfg_3/cdfg_168,16,1.072,8.594,1.279,2.14
cdfg_3/cdfg_169,0,0.264,7.452,0.385,0.625
cdfg_3/cdfg_171,1,0.801,7.94,1.414,2.195
cdfg_3/cdfg_172,3,6.383,8.902,7.962,11.49
cdfg_3/cdfg_173,15,4.054,7.722,4.076,7.42
cdfg_3/cdfg_174,4,0.965,8.255,0.951,1.735
cdfg_3/cdfg_175,13,1.194,8.835,1.219,2.24
cdfg_3/cdfg_176,1,0.308,7.501,0.588,0.88
cdfg_3/cdfg_177,0,0.11,4.419,0.136,0.225
cdfg_3/cdfg_178,2,0.245,6.247,0.607,0.745
cdfg_3/cdfg_179,10,1.336,8.194,1.481,2.555
cdfg_3/cdfg_180,5,3.747,9.025,3.866,6.72
cdfg_3/cdfg_181,5,5.136,8.279,7.773,9.53
cdfg_3/cdfg_182,13,2.374,8.247,2.756,4.685
cdfg_3/cdfg_183,11,7.827,8.267,9.654,13.6
cdfg_3/cdfg_184,20,6.147,8.567,9.095,11.235
cdfg_3/cdfg_185,5,7.046,9.735,10.437,12.59
cdfg_3/cdfg_186,58,2.635,10.329,3.394,6.05
cdfg_3/cdfg_187,17,13.924,10.252,19.848,23.63
cdfg_3/cdfg_188,22,7.271,8.944,10.209,12.66
cdfg_3/cdfg_189,0,0.519,6.454,0.538,0.92
cdfg_3/cdfg_190,12,12.682,8.394,17.393,22.475
cdfg_3/cdfg_191,14,2.024,9.734,1.962,3.76
cdfg_3/cdfg_192,0,0.089,4.472,0.161,0.215
cdfg_3/cdfg_193,1,0.411,6.747,0.673,1.13
cdfg_3/cdfg_194,8,14.154,8.89,16.628,23.055
cdfg_3/cdfg_195,8,4.448,8.139,5.345,7.275
cdfg_3/cdfg_196,3,5.645,9.941,9.053,10.29
cdfg_3/cdfg_197,5,1.916,8.334,2.062,3.915
cdfg_3/cdfg_198,4,4.675,9.625,5.189,8.61
cdfg_3/cdfg_199,38,6.786,8.547,10.012,12.605
cdfg_4/cdfg_0,2,1.429,8.337,1.514,2.655
cdfg_4/cdfg_1,0,12.685,8.837,15.667,21.145
cdfg_4/cdfg_2,17,1.94,7.717,2.704,4.31
cdfg_4/cdfg_4,0,12.361,8.02,16.874,21.995
cdfg_4/cdfg_5,0,0.006,0.0,0.0,0.01
cdfg_4/cdfg_6,2,0.099,7.464,0.024,0.205
cdfg_4/cdfg_7,6,6.205,8.351,9.844,11.09
cdfg_4/cdfg_8,24,2.2,7.941,2.0,3.895
cdfg_4/cdfg_9,19,5.58,9.382,6.008,9.89
cdfg_4/cdfg_10,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_11,21,8.095,9.288,12.134,15.22
cdfg_4/cdfg_12,4,1.738,8.658,2.025,3.4
cdfg_4/cdfg_13,8,1.687,8.369,1.772,3.415
cdfg_4/cdfg_14,7,0.195,6.129,0.373,0.535
cdfg_4/cdfg_15,5,1.261,8.705,1.305,2.16
cdfg_4/cdfg_16,0,0.351,5.615,0.481,0.76
cdfg_4/cdfg_17,10,5.4,8.418,8.813,10.24
cdfg_4/cdfg_18,1,0.033,2.735,0.023,0.05
cdfg_4/cdfg_19,1,1.156,9.417,1.65,2.4
cdfg_4/cdfg_20,9,3.203,9.542,3.665,5.815
cdfg_4/cdfg_21,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_22,7,4.872,8.608,7.199,9.045
cdfg_4/cdfg_23,12,6.808,8.465,9.914,12.12
cdfg_4/cdfg_24,7,1.067,8.46,1.273,2.245
cdfg_4/cdfg_25,0,0.013,0.0,0.0,0.02
cdfg_4/cdfg_26,8,4.798,8.937,7.549,9.31
cdfg_4/cdfg_27,3,0.311,6.742,0.197,0.495
cdfg_4/cdfg_28,55,3.373,8.598,4.884,8.37
cdfg_4/cdfg_29,2,7.808,7.619,10.208,13.19
cdfg_4/cdfg_31,16,3.015,8.949,3.318,5.82
cdfg_4/cdfg_32,15,1.145,8.933,1.125,2.055
cdfg_4/cdfg_33,16,1.58,9.195,1.684,3.0
cdfg_4/cdfg_34,21,1.741,8.648,1.845,3.165
cdfg_4/cdfg_35,5,0.456,8.323,0.472,0.845
cdfg_4/cdfg_36,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_37,0,0.063,5.5,0.154,0.2
cdfg_4/cdfg_38,0,0.076,5.091,0.127,0.2
cdfg_4/cdfg_40,19,1.087,8.796,1.664,2.915
cdfg_4/cdfg_41,3,4.607,9.553,7.236,7.775
cdfg_4/cdfg_42,3,1.189,7.918,1.138,2.175
cdfg_4/cdfg_43,27,11.422,8.561,15.053,20.26
cdfg_4/cdfg_44,4,10.179,8.707,12.776,16.62
cdfg_4/cdfg_45,0,0.215,6.866,0.282,0.465
cdfg_4/cdfg_47,5,6.397,8.703,9.482,11.26
cdfg_4/cdfg_48,2,0.716,8.379,0.772,1.415
cdfg_4/cdfg_49,4,2.375,8.607,1.762,3.835
cdfg_4/cdfg_50,25,14.828,9.359,19.763,24.995
cdfg_4/cdfg_51,31,15.328,9.037,15.066,25.435
cdfg_4/cdfg_52,2,11.107,7.531,13.326,18.105
cdfg_4/cdfg_53,10,3.156,9.786,3.237,5.62
cdfg_4/cdfg_54,18,5.311,9.325,5.193,9.195
cdfg_4/cdfg_55,7,1.219,7.789,1.732,2.735
cdfg_4/cdfg_56,5,5.565,9.042,5.445,8.365
cdfg_4/cdfg_57,0,0.979,7.743,1.045,1.84
cdfg_4/cdfg_58,0,0.73,7.089,0.85,1.545
cdfg_4/cdfg_59,1,0.971,8.532,0.864,1.77
cdfg_4/cdfg_60,2,0.534,8.38,0.714,1.215
cdfg_4/cdfg_62,2,1.022,8.83,1.201,2.065
cdfg_4/cdfg_64,10,0.903,6.601,1.073,1.915
cdfg_4/cdfg_65,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_66,0,0.099,5.54,0.241,0.3
cdfg_4/cdfg_67,0,3.257,7.621,2.59,5.465
cdfg_4/cdfg_69,7,0.908,7.459,1.04,1.735
cdfg_4/cdfg_70,6,2.189,10.097,2.387,4.215
cdfg_4/cdfg_71,7,3.382,8.71,4.298,5.995
cdfg_4/cdfg_72,28,0.971,9.673,1.056,1.925
cdfg_4/cdfg_74,16,11.779,9.395,14.503,19.275
cdfg_4/cdfg_75,17,1.613,8.809,1.88,3.245
cdfg_4/cdfg_76,2,0.348,8.456,0.357,0.595
cdfg_4/cdfg_77,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_78,0,0.001,1.17,0.001,0.005
cdfg_4/cdfg_79,7,4.214,8.657,3.395,7.7
cdfg_4/cdfg_80,9,2.82,12.263,3.564,5.745
cdfg_4/cdfg_81,31,7.264,9.636,9.641,12.36
cdfg_4/cdfg_82,10,0.434,7.569,0.873,1.18
cdfg_4/cdfg_83,2,6.177,7.475,6.094,10.915
cdfg_4/cdfg_84,0,0.005,1.635,0.037,0.06
cdfg_4/cdfg_86,14,4.763,8.331,8.484,9.025
cdfg_4/cdfg_87,0,0.306,6.049,0.314,0.55
cdfg_4/cdfg_89,3,1.342,7.961,1.224,2.455
cdfg_4/cdfg_90,4,0.016,3.897,0.17,0.27
cdfg_4/cdfg_92,2,2.125,9.798,2.301,4.06
cdfg_4/cdfg_93,1,0.313,7.203,0.539,0.725
cdfg_4/cdfg_94,19,3.42,8.477,3.616,6.07
cdfg_4/cdfg_95,5,1.32,8.28,1.513,2.71
cdfg_4/cdfg_98,0,0.217,8.063,0.273,0.48
cdfg_4/cdfg_99,0,0.214,4.534,0.266,0.47
cdfg_4/cdfg_100,0,0.013,0.0,0.0,0.02
cdfg_4/cdfg_101,16,6.475,7.949,6.485,11.1
cdfg_4/cdfg_102,0,0.001,0.0,0.001,0.005
cdfg_4/cdfg_103,9,0.267,6.571,0.55,0.815
cdfg_4/cdfg_104,4,0.3,7.365,0.378,0.62
cdfg_4/cdfg_105,21,5.394,8.882,8.296,9.37
cdfg_4/cdfg_106,2,2.384,8.555,2.339,3.945
cdfg_4/cdfg_107,10,5.774,8.634,8.89,10.6
cdfg_4/cdfg_108,0,0.253,6.669,0.525,0.61
cdfg_4/cdfg_109,13,0.953,8.694,1.192,1.875
cdfg_4/cdfg_110,2,1.641,8.405,2.012,2.91
cdfg_4/cdfg_111,18,4.945,8.676,7.57,8.69
cdfg_4/cdfg_112,29,9.226,9.21,11.3,16.285
cdfg_4/cdfg_114,14,0.873,8.498,0.813,1.66
cdfg_4/cdfg_115,0,0.034,1.614,0.002,0.05
cdfg_4/cdfg_116,6,2.176,10.954,1.893,3.8
cdfg_4/cdfg_117,6,3.657,8.632,3.49,6.525
cdfg_4/cdfg_118,4,1.471,6.964,2.006,3.15
cdfg_4/cdfg_119,19,8.015,9.413,10.276,14.18
cdfg_4/cdfg_120,0,6.619,9.069,5.996,10.275
cdfg_4/cdfg_121,27,1.181,8.613,2.607,3.59
cdfg_4/cdfg_122,25,3.782,8.464,4.334,7.22
cdfg_4/cdfg_123,2,8.145,8.53,10.352,13.695
cdfg_4/cdfg_124,17,0.403,8.4,0.42,0.785
cdfg_4/cdfg_125,6,1.23,8.4,1.449,2.545
cdfg_4/cdfg_126,2,0.467,8.594,0.461,0.89
cdfg_4/cdfg_127,11,1.019,9.613,1.514,2.465
cdfg_4/cdfg_128,7,1.935,8.596,2.083,3.71
cdfg_4/cdfg_129,4,1.254,7.704,2.673,3.825
cdfg_4/cdfg_130,10,2.16,7.932,2.997,4.745
cdfg_4/cdfg_131,10,2.358,8.99,2.496,4.15
cdfg_4/cdfg_132,0,0.002,1.614,0.002,0.005
cdfg_4/cdfg_133,1,0.832,7.132,0.903,1.785
cdfg_4/cdfg_134,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_135,11,1.996,9.652,2.645,4.08
cdfg_4/cdfg_136,17,10.237,9.652,16.716,17.94
cdfg_4/cdfg_137,1,0.606,5.907,0.749,1.26
cdfg_4/cdfg_138,1,0.13,6.471,0.23,0.3
cdfg_4/cdfg_139,46,2.407,9.025,3.521,5.425
cdfg_4/cdfg_140,3,0.27,5.711,0.387,0.57
cdfg_4/cdfg_141,0,0.004,2.056,0.2,0.2
cdfg_4/cdfg_142,13,6.628,8.475,9.904,12.34
cdfg_4/cdfg_143,1,0.605,7.521,0.518,1.075
cdfg_4/cdfg_144,13,0.61,7.557,0.795,1.255
cdfg_4/cdfg_145,4,1.116,8.847,1.019,1.985
cdfg_4/cdfg_146,7,3.221,9.692,4.811,7.575
cdfg_4/cdfg_147,0,0.939,6.353,1.112,1.805
cdfg_4/cdfg_148,7,0.744,7.872,1.27,1.82
cdfg_4/cdfg_149,9,2.274,8.304,2.567,4.16
cdfg_4/cdfg_150,1,0.017,2.154,0.006,0.035
cdfg_4/cdfg_151,5,0.218,6.589,0.302,0.47
cdfg_4/cdfg_152,0,0.009,0.0,0.0,0.015
cdfg_4/cdfg_153,0,0.326,4.699,0.458,0.68
cdfg_4/cdfg_154,3,1.031,8.402,1.235,2.34
cdfg_4/cdfg_155,3,0.423,6.7,0.89,1.1
cdfg_4/cdfg_156,23,6.029,8.764,6.645,10.115
cdfg_4/cdfg_157,35,7.527,9.215,10.403,13.96
cdfg_4/cdfg_158,2,14.621,9.028,18.588,22.72
cdfg_4/cdfg_160,4,0.246,7.505,0.848,0.975
cdfg_4/cdfg_161,14,1.98,8.666,2.405,3.925
cdfg_4/cdfg_162,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_163,7,2.679,9.633,3.542,5.075
cdfg_4/cdfg_164,19,2.899,9.02,3.551,5.6
cdfg_4/cdfg_165,3,1.435,7.935,1.818,2.86
cdfg_4/cdfg_166,6,4.884,8.917,4.45,9.475
cdfg_4/cdfg_167,5,0.755,7.262,0.999,1.485
cdfg_4/cdfg_168,5,0.82,8.177,1.008,1.68
cdfg_4/cdfg_169,4,0.746,7.169,1.04,1.405
cdfg_4/cdfg_170,10,1.968,7.205,3.001,4.32
cdfg_4/cdfg_171,0,0.016,0.0,0.0,0.025
cdfg_4/cdfg_172,0,0.283,6.107,0.52,0.695
cdfg_4/cdfg_173,9,1.324,9.112,2.064,3.13
cdfg_4/cdfg_174,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_175,19,1.539,8.427,1.402,2.93
cdfg_4/cdfg_176,11,0.386,7.322,0.641,0.95
cdfg_4/cdfg_177,0,0.275,6.51,0.363,0.615
cdfg_4/cdfg_178,0,0.002,1.633,0.002,0.005
cdfg_4/cdfg_179,3,4.586,8.011,7.754,9.065
cdfg_4/cdfg_180,29,1.557,9.981,1.995,3.365
cdfg_4/cdfg_181,37,2.082,8.865,2.915,4.63
cdfg_4/cdfg_182,0,1.156,7.199,1.81,2.865
cdfg_4/cdfg_183,11,2.757,8.209,3.211,5.64
cdfg_4/cdfg_184,14,1.505,7.904,1.819,2.94
cdfg_4/cdfg_185,0,0.621,6.813,0.536,1.035
cdfg_4/cdfg_186,16,4.817,8.957,5.756,9.125
cdfg_4/cdfg_187,6,1.372,8.191,1.259,2.41
cdfg_4/cdfg_188,1,0.039,5.186,0.042,0.085
cdfg_4/cdfg_189,6,2.526,8.996,2.431,4.245
cdfg_4/cdfg_190,0,0.949,6.865,1.118,1.745
cdfg_4/cdfg_191,10,8.645,8.87,12.567,15.49
cdfg_4/cdfg_192,5,2.471,10.249,1.997,4.22
cdfg_4/cdfg_193,16,0.434,8.875,0.379,0.755
cdfg_4/cdfg_194,2,5.031,7.444,6.915,10.1
cdfg_4/cdfg_195,26,1.933,8.466,2.245,3.91
cdfg_4/cdfg_196,7,0.395,6.882,1.339,1.7
cdfg_4/cdfg_197,0,0.438,5.746,0.533,0.85
cdfg_4/cdfg_198,0,0.016,3.762,0.04,0.04
cdfg_4/cdfg_199,10,4.27,9.49,3.547,7.44
cdfg_5/cdfg_0,0,2.453,10.374,2.023,5.155
cdfg_5/cdfg_1,19,0.921,7.992,1.049,2.095
cdfg_5/cdfg_2,33,3.461,9.053,5.135,7.455
cdfg_5/cdfg_3,0,1.985,7.166,2.775,4.38
cdfg_5/cdfg_4,12,1.632,8.367,1.769,3.03
cdfg_5/cdfg_5,12,0.934,7.389,1.52,2.475
cdfg_5/cdfg_6,3,1.417,8.421,0.896,2.3
cdfg_5/cdfg_7,12,2.203,8.407,2.721,4.085
cdfg_5/cdfg_8,20,0.917,7.306,1.172,1.74
cdfg_5/cdfg_9,7,4.349,8.31,7.342,8.325
cdfg_5/cdfg_11,10,1.923,7.833,2.114,4.11
cdfg_5/cdfg_12,6,1.1,9.593,1.032,2.1
cdfg_5/cdfg_13,14,6.262,13.214,5.213,9.97
cdfg_5/cdfg_14,8,5.847,9.478,5.715,10.17
cdfg_5/cdfg_15,2,0.919,8.27,1.168,1.795
cdfg_5/cdfg_17,24,1.515,8.993,1.651,3.225
cdfg_5/cdfg_18,31,7.73,8.918,7.972,12.6
cdfg_5/cdfg_19,0,0.427,6.212,0.82,1.165
cdfg_5/cdfg_20,4,0.967,7.875,1.281,1.83
cdfg_5/cdfg_21,14,4.397,9.116,5.929,7.15
cdfg_5/cdfg_22,27,13.204,8.843,14.89,22.27
cdfg_5/cdfg_23,27,0.872,7.721,1.139,2.02
cdfg_5/cdfg_24,35,8.193,8.469,8.473,14.99
cdfg_5/cdfg_25,0,0.102,5.491,0.256,0.33
cdfg_5/cdfg_26,2,1.199,8.479,0.874,2.035
cdfg_5/cdfg_27,0,0.007,1.614,0.002,0.045
cdfg_5/cdfg_28,3,5.336,8.225,5.067,8.67
cdfg_5/cdfg_29,25,1.545,8.033,2.066,3.38
cdfg_5/cdfg_30,3,4.271,7.987,7.068,7.38
cdfg_5/cdfg_31,21,8.395,7.955,10.797,14.76
cdfg_5/cdfg_32,14,7.46,7.357,7.748,12.7
cdfg_5/cdfg_33,0,0.002,1.633,0.002,0.005
cdfg_5/cdfg_34,0,0.002,1.633,0.002,0.005
cdfg_5/cdfg_35,0,4.647,7.849,6.86,7.915
cdfg_5/cdfg_36,32,21.113,9.203,27.97,34.0
cdfg_5/cdfg_37,2,0.246,6.161,0.409,0.61
cdfg_5/cdfg_38,8,0.944,7.935,1.953,2.485
cdfg_5/cdfg_39,18,7.198,9.673,10.531,12.87
cdfg_5/cdfg_40,4,3.636,8.988,3.347,6.525
cdfg_5/cdfg_41,5,1.355,7.991,1.666,2.795
cdfg_5/cdfg_42,14,2.04,7.733,2.463,3.795
cdfg_5/cdfg_43,20,9.998,9.548,9.122,16.995
cdfg_5/cdfg_44,57,2.76,9.892,3.134,5.475
cdfg_5/cdfg_45,2,13.678,9.557,14.599,20.95
cdfg_5/cdfg_47,5,0.687,8.631,0.632,1.255
cdfg_5/cdfg_48,3,0.371,6.806,0.726,0.99
cdfg_5/cdfg_49,2,0.375,5.551,0.42,0.77
cdfg_5/cdfg_50,6,0.53,9.949,0.587,1.035
cdfg_5/cdfg_52,9,4.743,8.707,7.306,8.7
cdfg_5/cdfg_53,4,1.389,8.749,1.48,2.785
cdfg_5/cdfg_54,4,0.392,6.601,0.912,1.325
cdfg_5/cdfg_55,40,4.261,9.41,4.176,7.585
cdfg_5/cdfg_56,1,0.018,3.193,0.006,0.04
cdfg_5/cdfg_57,9,4.704,8.506,7.541,8.395
cdfg_5/cdfg_58,20,4.023,8.935,4.836,7.61
cdfg_5/cdfg_59,8,2.388,8.427,2.746,4.88
cdfg_5/cdfg_60,35,16.979,8.694,20.428,26.54
cdfg_5/cdfg_61,0,0.002,1.633,0.002,0.005
cdfg_5/cdfg_62,27,2.675,8.576,3.178,5.305
cdfg_5/cdfg_63,2,13.72,8.159,15.937,23.13
cdfg_5/cdfg_64,2,1.028,8.529,1.431,1.945
cdfg_5/cdfg_65,61,13.585,8.825,17.266,22.185
cdfg_5/cdfg_66,3,4.917,7.921,5.77,7.905
cdfg_5/cdfg_67,3,6.693,7.451,5.658,10.615
cdfg_5/cdfg_68,4,0.399,6.114,0.586,0.865
cdfg_5/cdfg_69,3,4.445,8.51,5.586,7.41
cdfg_5/cdfg_70,4,9.597,8.511,9.335,15.57
cdfg_5/cdfg_71,7,17.185,8.986,19.07,28.475
cdfg_5/cdfg_72,1,3.439,6.634,3.557,6.265
cdfg_5/cdfg_73,13,6.899,8.8,9.465,11.88
cdfg_5/cdfg_74,1,0.123,6.324,0.393,0.525
cdfg_5/cdfg_75,12,4.548,8.485,4.925,6.89
cdfg_5/cdfg_76,6,5.995,9.415,8.913,10.53
cdfg_5/cdfg_77,0,0.281,6.36,0.399,0.515
cdfg_5/cdfg_78,21,1.761,9.219,2.017,3.24
cdfg_5/cdfg_79,0,0.002,1.633,0.002,0.005
cdfg_5/cdfg_80,18,24.035,8.848,26.962,37.86
cdfg_5/cdfg_82,21,4.352,8.686,5.019,8.05
cdfg_5/cdfg_83,8,7.338,9.47,6.564,12.39
cdfg_5/cdfg_84,19,1.232,9.262,1.617,2.515
cdfg_5/cdfg_86,25,2.438,8.956,3.291,4.97
cdfg_5/cdfg_87,9,5.717,8.863,8.241,10.635
cdfg_5/cdfg_88,15,12.028,8.672,17.695,20.385
cdfg_5/cdfg_89,15,6.558,9.038,9.11,11.335
cdfg_5/cdfg_90,7,1.28,7.22,1.563,2.495
cdfg_5/cdfg_91,44,0.984,8.715,1.551,2.64
cdfg_5/cdfg_92,4,1.469,8.123,1.445,2.76
cdfg_5/cdfg_93,5,2.021,8.456,2.075,3.635
cdfg_5/cdfg_94,24,16.561,9.277,19.437,26.82
cdfg_5/cdfg_95,8,1.082,12.238,0.909,1.8
cdfg_5/cdfg_96,0,0.037,2.699,0.094,0.105
cdfg_5/cdfg_98,7,1.379,8.201,2.506,3.635
cdfg_5/cdfg_99,2,0.904,8.15,0.906,1.855
cdfg_5/cdfg_100,48,7.751,8.932,11.834,14.88
cdfg_5/cdfg_101,1,0.148,5.223,0.266,0.375
cdfg_5/cdfg_102,21,1.5,7.839,1.629,3.015
cdfg_5/cdfg_103,16,3.893,8.832,3.421,7.155
cdfg_5/cdfg_104,30,6.227,8.451,9.323,11.045
cdfg_5/cdfg_105,0,1.288,7.558,1.264,2.045
cdfg_5/cdfg_106,16,0.721,8.241,0.863,1.665
cdfg_5/cdfg_107,17,6.961,9.188,10.06,12.4
cdfg_5/cdfg_108,4,16.792,9.022,22.795,27.615
cdfg_5/cdfg_109,0,0.025,0.0,0.0,0.04
cdfg_5/cdfg_110,19,2.471,8.102,4.114,6.305
cdfg_5/cdfg_111,4,1.13,8.507,1.082,2.02
cdfg_5/cdfg_112,1,3.461,8.095,2.857,5.65
cdfg_5/cdfg_113,1,0.423,5.735,0.697,1.075
cdfg_5/cdfg_114,3,0.132,4.537,0.212,0.355
cdfg_5/cdfg_115,5,1.708,8.54,1.649,3.21
cdfg_5/cdfg_116,3,0.238,6.614,0.33,0.47
cdfg_5/cdfg_118,50,2.393,8.905,3.574,5.35
cdfg_5/cdfg_119,4,0.421,6.94,0.12,0.64
cdfg_5/cdfg_121,0,0.279,7.498,0.631,0.87
cdfg_5/cdfg_122,4,0.044,2.154,0.036,0.075
cdfg_5/cdfg_123,10,2.67,8.528,3.219,5.395
cdfg_5/cdfg_124,1,0.013,2.154,0.006,0.03
cdfg_5/cdfg_125,16,6.842,8.641,8.205,12.035
cdfg_5/cdfg_126,1,8.38,7.212,10.002,14.77
cdfg_5/cdfg_128,2,1.712,8.118,2.177,3.1
cdfg_5/cdfg_129,21,10.204,8.884,10.23,16.365
cdfg_5/cdfg_130,1,0.396,5.229,0.483,0.77
cdfg_5/cdfg_131,28,2.135,9.172,2.296,4.205
cdfg_5/cdfg_132,23,8.272,7.978,12.796,15.18
cdfg_5/cdfg_133,25,11.231,9.3,11.072,17.38
cdfg_5/cdfg_134,28,2.943,8.814,2.727,5.18
cdfg_5/cdfg_136,6,6.416,9.643,8.998,10.955
cdfg_5/cdfg_137,35,14.968,8.771,16.976,24.145
cdfg_5/cdfg_138,20,8.948,7.496,11.885,16.005
cdfg_5/cdfg_139,4,1.879,6.106,2.523,3.435
cdfg_5/cdfg_140,53,1.937,8.603,2.187,3.95
cdfg_5/cdfg_141,6,11.375,8.799,16.488,20.705
cdfg_5/cdfg_142,2,1.735,8.533,1.539,3.02
cdfg_5/cdfg_143,8,5.472,9.136,5.507,9.235
cdfg_5/cdfg_144,4,6.461,8.673,8.601,10.94
cdfg_5/cdfg_145,21,2.941,8.826,3.576,6.395
cdfg_5/cdfg_146,3,0.772,7.305,1.064,1.57
cdfg_5/cdfg_147,34,10.115,9.102,13.285,18.255
cdfg_5/cdfg_148,0,0.031,3.736,0.048,0.075
cdfg_5/cdfg_149,0,0.002,1.633,0.002,0.005
cdfg_5/cdfg_150,2,1.419,5.427,1.843,2.745
cdfg_5/cdfg_151,3,0.842,8.0,0.74,1.53
cdfg_5/cdfg_152,0,0.005,0.0,0.0,0.01
cdfg_5/cdfg_153,14,5.09,8.537,7.695,9.635
cdfg_5/cdfg_154,0,0.141,4.558,0.178,0.26
cdfg_5/cdfg_155,0,0.002,1.633,0.002,0.005
cdfg_5/cdfg_156,0,2.836,7.669,2.904,5.145
